brand,model,year,km_driven,fuel_type,transmission,number_of_owners,location,selling_price
Hyundai,Venue,2013,173641,Petrol,Automatic,Second,Hyderabad,0.91
Ford,Mustang,2021,125827,Petrol,Automatic,First,Hyderabad,5.87
Honda,Accord,2019,10580,Petrol,Manual,Second,Chennai,5.43
Chevrolet,Enjoy,2017,119902,Petrol,Manual,Fourth & Above,Bangalore,0.75
Hyundai,Elantra,2015,10400,Diesel,Manual,First,Chennai,2.24
Ford,Freestyle,2020,175715,Diesel,Automatic,Second,Pune,1.47
Hyundai,i10,2020,101032,Electric,Automatic,First,Chennai,3.88
Honda,Accord,2018,132319,Petrol,Manual,Second,Chennai,3.09
Ford,EcoSport,2019,111960,LPG,Automatic,Second,Delhi,2.57
Tata,Tigor,2010,44015,Petrol,Automatic,Third,Hyderabad,0.95
Maruti Suzuki,Ciaz,2010,76713,Diesel,Manual,Second,Pune,1.34
Mahindra,XUV300,2012,151046,Diesel,Manual,First,Delhi,1.11
Nissan,Evalia,2018,150109,Diesel,Manual,First,Kolkata,1.51
Renault,Kwid,2017,152239,Diesel,Manual,Second,Pune,0.7
Nissan,Kicks,2010,93754,Petrol,Manual,First,Kolkata,1.15
Chevrolet,Aveo,2015,48148,Petrol,Manual,Second,Chennai,0.83
Nissan,X-Trail,2017,157606,LPG,Manual,First,Jaipur,1.35
Ford,Endeavour,2020,127790,Petrol,Automatic,Third,Bangalore,2.91
Tata,Punch,2019,91078,Petrol,Manual,First,Delhi,2.12
Mahindra,Marazzo,2021,61879,Petrol,Manual,Third,Jaipur,2.25
Maruti Suzuki,Vitara Brezza,2015,124894,Petrol,Manual,Second,Ahmedabad,0.96
Maruti Suzuki,Alto,2009,70839,Diesel,Manual,First,Jaipur,0.94
Honda,Accord,2019,34756,Diesel,Manual,First,Lucknow,5.77
Renault,Kwid,2011,148755,Petrol,Manual,Third,Bangalore,0.5
Hyundai,Venue,2017,185557,Petrol,Manual,Second,Mumbai,1.1
Tata,Punch,2020,147097,Diesel,Automatic,First,Mumbai,2.78
Hyundai,Santro,2008,154787,CNG,Automatic,Fourth & Above,Bangalore,0.5
Mahindra,Marazzo,2011,97943,Electric,Automatic,First,Chennai,1.47
Nissan,Terrano,2019,153188,LPG,Manual,First,Delhi,1.7
Maruti Suzuki,Vitara Brezza,2020,41744,LPG,Manual,Second,Ahmedabad,2.54
Mahindra,Marazzo,2020,129697,CNG,Manual,First,Bangalore,1.65
Nissan,Sunny,2018,121072,Diesel,Automatic,First,Chennai,2.2
Maruti Suzuki,Swift,2020,138196,Petrol,Manual,Second,Pune,1.18
Nissan,Kicks,2011,174123,Diesel,Automatic,Second,Lucknow,0.75
Renault,Triber,2017,12176,Petrol,Manual,First,Pune,1.48
Tata,Hexa,2016,96310,LPG,Automatic,Second,Delhi,1.26
Chevrolet,Enjoy,2022,154748,Diesel,Automatic,First,Pune,2.35
Mahindra,Thar,2010,50177,Diesel,Manual,First,Chennai,1.91
Mahindra,XUV700,2022,115623,Petrol,Automatic,Second,Kolkata,3.63
Toyota,Urban Cruiser,2009,5997,Diesel,Manual,First,Hyderabad,2.19
Ford,Mustang,2016,195402,Petrol,Automatic,Second,Hyderabad,1.46
Renault,Lodgy,2016,179841,Petrol,Automatic,Second,Pune,0.6
Renault,Duster,2008,125179,Petrol,Automatic,Second,Lucknow,0.66
Hyundai,Elantra,2013,125403,Petrol,Manual,First,Pune,1.44
Nissan,Magnite,2017,147303,Diesel,Manual,First,Pune,1.4
Ford,Endeavour,2015,100287,Diesel,Automatic,First,Chennai,1.83
Tata,Safari,2010,124574,LPG,Automatic,Second,Bangalore,1.04
Tata,Punch,2018,126509,Diesel,Manual,First,Mumbai,1.88
Renault,Lodgy,2016,90447,Petrol,Manual,First,Bangalore,1.07
Tata,Safari,2009,114522,Electric,Manual,Second,Bangalore,1.5
Toyota,Innova,2013,192037,Diesel,Automatic,Second,Jaipur,0.99
Mahindra,Thar,2008,86144,Diesel,Automatic,First,Bangalore,1.81
Honda,Amaze,2020,197589,Diesel,Manual,Fourth & Above,Ahmedabad,0.94
Chevrolet,Spark,2023,97693,CNG,Manual,First,Ahmedabad,2.01
Hyundai,Tucson,2014,99315,Petrol,Manual,First,Bangalore,2.03
Nissan,Evalia,2010,32387,Petrol,Manual,First,Lucknow,1.28
Chevrolet,Tavera,2014,9090,CNG,Automatic,First,Lucknow,1.13
Nissan,Evalia,2011,125846,Petrol,Manual,Third,Pune,0.69
Maruti Suzuki,Ertiga,2016,161017,LPG,Manual,First,Ahmedabad,0.69
Chevrolet,Enjoy,2012,45239,Diesel,Automatic,First,Ahmedabad,1.21
Honda,CR-V,2010,8743,Diesel,Manual,Second,Lucknow,2.45
Renault,Duster,2022,35924,CNG,Manual,Second,Lucknow,1.64
Toyota,Corolla,2015,146268,Petrol,Automatic,Fourth & Above,Jaipur,0.83
Mahindra,KUV100,2013,135160,LPG,Manual,First,Jaipur,0.62
Mahindra,XUV700,2009,96815,Electric,Automatic,First,Ahmedabad,2.33
Toyota,Etios,2010,110312,Diesel,Manual,First,Hyderabad,1.56
Ford,Mustang,2015,73860,LPG,Automatic,Second,Lucknow,1.92
Maruti Suzuki,Baleno,2022,177472,Petrol,Manual,Second,Bangalore,2.21
Nissan,Magnite,2017,85399,LPG,Manual,Fourth & Above,Hyderabad,0.82
Honda,CR-V,2014,53795,Petrol,Manual,Second,Chennai,2.13
Tata,Safari,2017,56553,Petrol,Automatic,Third,Delhi,2.23
Chevrolet,Beat,2013,108976,Petrol,Automatic,Fourth & Above,Ahmedabad,0.5
Maruti Suzuki,Ciaz,2021,160183,Petrol,Manual,First,Delhi,2.5
Chevrolet,Aveo,2008,118566,Petrol,Manual,First,Mumbai,0.88
Honda,CR-V,2016,199155,LPG,Manual,First,Kolkata,0.84
Hyundai,Venue,2010,124968,LPG,Manual,First,Lucknow,0.88
Hyundai,Elantra,2021,66600,Petrol,Automatic,First,Jaipur,5.28
Maruti Suzuki,Dzire,2012,55022,Petrol,Manual,First,Kolkata,1.42
Renault,Fluence,2014,139271,LPG,Automatic,First,Delhi,0.87
Honda,Civic,2022,55897,Petrol,Automatic,First,Lucknow,6.27
Honda,Jazz,2014,43038,Petrol,Manual,First,Chennai,1.83
Toyota,Camry,2010,128323,Diesel,Automatic,First,Ahmedabad,2.47
Renault,Triber,2022,191110,Diesel,Manual,First,Hyderabad,1.46
Nissan,Kicks,2011,125278,Petrol,Manual,First,Kolkata,0.82
Nissan,Kicks,2017,116054,Diesel,Automatic,First,Chennai,2.05
Tata,Hexa,2014,12897,Diesel,Manual,Second,Kolkata,1.68
Mahindra,XUV500,2015,69541,Petrol,Manual,First,Hyderabad,1.37
Hyundai,Verna,2009,111968,LPG,Automatic,Third,Kolkata,0.92
Nissan,Magnite,2016,19892,Diesel,Manual,First,Ahmedabad,2.14
Renault,Triber,2014,144343,Petrol,Manual,First,Hyderabad,0.73
Honda,Amaze,2023,29815,Petrol,Automatic,First,Hyderabad,7.27
Nissan,Evalia,2020,50612,Petrol,Manual,First,Jaipur,2.7
Honda,Amaze,2015,169429,Diesel,Automatic,First,Ahmedabad,0.98
Nissan,Micra,2013,21267,Petrol,Manual,Second,Ahmedabad,1.22
Hyundai,Elantra,2013,23268,Diesel,Manual,Third,Pune,1.76
Chevrolet,Captiva,2016,119463,Petrol,Automatic,Fourth & Above,Hyderabad,0.77
Nissan,Kicks,2011,150335,Diesel,Manual,Second,Ahmedabad,0.95
Renault,Pulse,2018,100347,CNG,Automatic,First,Kolkata,1.41
Nissan,X-Trail,2018,195732,Diesel,Automatic,First,Lucknow,1.42
Mahindra,XUV500,2012,199451,Diesel,Automatic,Second,Delhi,0.68
Hyundai,i10,2016,99542,LPG,Manual,Second,Hyderabad,0.84
Renault,Duster,2008,177343,Diesel,Manual,First,Lucknow,0.5
Toyota,Camry,2011,71612,Petrol,Automatic,Third,Bangalore,2.63
Renault,Fluence,2014,143307,Diesel,Manual,First,Lucknow,0.73
Mahindra,XUV300,2018,93757,LPG,Manual,First,Ahmedabad,1.36
Chevrolet,Enjoy,2022,152489,Petrol,Manual,Fourth & Above,Pune,1.26
Hyundai,Santro,2016,103075,Petrol,Manual,Third,Chennai,0.82
Toyota,Etios,2022,39609,Diesel,Manual,Second,Delhi,5.11
Mahindra,XUV500,2021,107785,Diesel,Automatic,First,Hyderabad,3.13
Mahindra,Thar,2020,169974,CNG,Manual,First,Mumbai,2.08
Maruti Suzuki,Ciaz,2018,28645,Petrol,Manual,First,Hyderabad,2.6
Hyundai,Creta,2019,198945,Petrol,Automatic,Second,Lucknow,1.2
Renault,Fluence,2020,67233,Electric,Manual,First,Lucknow,3.38
Honda,Amaze,2017,116443,Petrol,Automatic,First,Hyderabad,1.99
Chevrolet,Beat,2013,159473,Petrol,Manual,First,Lucknow,0.5
Honda,Amaze,2019,12771,Diesel,Automatic,First,Bangalore,4.11
Renault,Duster,2015,177407,CNG,Manual,First,Chennai,0.55
Renault,Captur,2020,107601,CNG,Automatic,Third,Chennai,1.71
Hyundai,Venue,2016,138014,LPG,Manual,First,Chennai,1.38
Renault,Pulse,2017,156460,Petrol,Manual,Second,Jaipur,0.5
Maruti Suzuki,Ciaz,2011,130224,Petrol,Manual,First,Pune,1.02
Toyota,Corolla,2008,88251,Petrol,Automatic,Second,Lucknow,1.32
Renault,Pulse,2021,62042,LPG,Manual,Third,Jaipur,1.25
Honda,Amaze,2015,58740,Diesel,Automatic,First,Chennai,1.84
Renault,Scala,2009,52024,Petrol,Manual,First,Hyderabad,1.12
Maruti Suzuki,Dzire,2018,159522,Diesel,Manual,First,Lucknow,1.27
Nissan,X-Trail,2023,61965,Petrol,Manual,First,Jaipur,5.52
Nissan,Terrano,2008,15057,Diesel,Automatic,Second,Lucknow,1.62
Mahindra,KUV100,2020,13983,LPG,Automatic,First,Bangalore,3.27
Chevrolet,Beat,2014,135469,Petrol,Automatic,First,Bangalore,0.85
Tata,Harrier,2019,24995,Petrol,Automatic,Second,Pune,3.48
Toyota,Glanza,2017,119587,Petrol,Manual,First,Ahmedabad,1.98
Ford,EcoSport,2016,43886,Petrol,Automatic,First,Mumbai,2.62
Mahindra,Marazzo,2018,94025,Petrol,Manual,First,Chennai,1.87
Chevrolet,Beat,2022,100149,Diesel,Automatic,Second,Ahmedabad,2.09
Nissan,Magnite,2019,99020,Petrol,Manual,First,Pune,2.48
Honda,BR-V,2019,7673,LPG,Automatic,First,Delhi,5.1
Ford,Aspire,2016,170962,Petrol,Manual,Second,Ahmedabad,0.77
Chevrolet,Trailblazer,2010,82513,Petrol,Manual,First,Mumbai,1.51
Chevrolet,Tavera,2013,28466,Petrol,Manual,Second,Mumbai,1.33
Mahindra,Scorpio,2014,97545,CNG,Manual,Second,Hyderabad,0.76
Ford,Figo,2021,55406,Diesel,Manual,Second,Lucknow,2.21
Hyundai,Verna,2017,139760,CNG,Automatic,Second,Bangalore,1.52
Tata,Tiago,2016,74284,CNG,Automatic,Second,Ahmedabad,0.9
Hyundai,Santro,2022,119579,LPG,Manual,Second,Jaipur,1.61
Ford,EcoSport,2009,18665,CNG,Manual,Second,Ahmedabad,1.22
Hyundai,Venue,2015,25641,Petrol,Manual,First,Mumbai,2.1
Maruti Suzuki,Baleno,2021,168572,CNG,Automatic,First,Mumbai,2.14
Nissan,Magnite,2023,40797,LPG,Manual,First,Pune,4.17
Maruti Suzuki,Ertiga,2023,50950,Electric,Manual,First,Mumbai,6.02
Renault,Lodgy,2014,161118,Petrol,Manual,First,Ahmedabad,0.62
Hyundai,Venue,2011,134554,Diesel,Manual,First,Pune,1.03
Renault,Pulse,2009,107339,Petrol,Manual,Fourth & Above,Kolkata,0.5
Honda,Civic,2015,118431,Petrol,Manual,Fourth & Above,Pune,1.06
Toyota,Urban Cruiser,2018,145710,Diesel,Manual,Second,Chennai,2.12
Honda,Amaze,2012,26173,Electric,Manual,Fourth & Above,Mumbai,1.81
Ford,Fiesta,2013,149294,Diesel,Manual,Fourth & Above,Hyderabad,0.69
Chevrolet,Spark,2021,186136,LPG,Manual,Third,Lucknow,0.6
Nissan,Kicks,2018,173082,Petrol,Manual,First,Jaipur,1.38
Hyundai,Santro,2014,23095,Petrol,Manual,First,Chennai,1.15
Mahindra,XUV700,2022,128554,Diesel,Manual,First,Chennai,4.04
Toyota,Innova,2022,137511,Petrol,Automatic,First,Jaipur,4.95
Tata,Altroz,2017,130614,LPG,Manual,Second,Chennai,0.72
Tata,Hexa,2008,141447,Petrol,Automatic,First,Lucknow,0.83
Tata,Harrier,2015,94023,Diesel,Manual,First,Chennai,1.61
Hyundai,Tucson,2011,112181,Diesel,Manual,First,Ahmedabad,1.73
Tata,Altroz,2020,25600,Petrol,Manual,First,Chennai,2.73
Maruti Suzuki,Swift,2016,7466,LPG,Manual,First,Jaipur,1.69
Toyota,Camry,2008,181169,Diesel,Manual,Second,Ahmedabad,1.3
Maruti Suzuki,Alto,2018,114934,Diesel,Automatic,First,Kolkata,1.56
Chevrolet,Captiva,2009,58276,CNG,Automatic,First,Jaipur,1.29
Toyota,Camry,2021,186189,Petrol,Manual,Second,Ahmedabad,3.07
Maruti Suzuki,Baleno,2013,183043,CNG,Manual,Second,Lucknow,0.5
Toyota,Innova,2018,11928,Petrol,Manual,First,Chennai,4.93
Chevrolet,Captiva,2017,60309,Petrol,Manual,First,Chennai,1.81
Renault,Kwid,2018,176960,Electric,Automatic,First,Mumbai,1.53
Hyundai,i10,2021,179904,CNG,Manual,Second,Chennai,1.04
Hyundai,Tucson,2008,121196,Petrol,Automatic,First,Ahmedabad,1.71
Tata,Tiago,2011,14404,Diesel,Manual,First,Kolkata,1.22
Honda,Civic,2015,169711,LPG,Manual,First,Pune,1.04
Tata,Harrier,2022,196670,Petrol,Manual,Second,Chennai,1.34
Ford,Endeavour,2017,118187,Petrol,Manual,First,Kolkata,2.36
Maruti Suzuki,Baleno,2023,115449,Diesel,Manual,First,Lucknow,2.98
Toyota,Yaris,2012,32684,Petrol,Manual,Second,Ahmedabad,2.02
Honda,Jazz,2020,73591,Petrol,Manual,First,Jaipur,3.41
Chevrolet,Captiva,2016,124821,LPG,Manual,First,Bangalore,1.0
Ford,Ikon,2018,7682,Petrol,Manual,First,Lucknow,2.06
Chevrolet,Spark,2018,116186,CNG,Manual,First,Chennai,0.83
Hyundai,i20,2013,174118,Diesel,Automatic,Third,Mumbai,0.77
Hyundai,i10,2008,26832,Diesel,Automatic,First,Kolkata,2.27
Tata,Hexa,2013,21997,Diesel,Manual,Second,Chennai,1.51
Maruti Suzuki,Vitara Brezza,2013,39640,Diesel,Manual,First,Pune,1.93
Honda,Civic,2020,45491,Petrol,Manual,First,Pune,4.23
Nissan,Kicks,2013,68043,Petrol,Automatic,First,Lucknow,1.41
Ford,EcoSport,2015,117175,CNG,Manual,Second,Pune,0.88
Ford,Aspire,2022,133568,Petrol,Manual,First,Bangalore,2.61
Tata,Safari,2013,119250,Petrol,Manual,First,Hyderabad,1.28
Hyundai,Creta,2012,77725,Electric,Automatic,Second,Bangalore,2.29
Tata,Tigor,2022,133131,Electric,Manual,Fourth & Above,Pune,1.68
Toyota,Fortuner,2018,50520,Petrol,Manual,First,Lucknow,3.45
Honda,Jazz,2009,67919,Petrol,Manual,First,Mumbai,1.63
Maruti Suzuki,Dzire,2011,114869,Diesel,Manual,First,Ahmedabad,0.95
Renault,Fluence,2021,69442,CNG,Automatic,Second,Hyderabad,2.57
Mahindra,Scorpio,2023,157842,Petrol,Manual,First,Jaipur,2.15
Mahindra,KUV100,2022,110246,Petrol,Automatic,First,Bangalore,2.69
Tata,Nexon,2017,183570,CNG,Manual,First,Ahmedabad,0.65
Toyota,Etios,2012,114687,LPG,Manual,First,Delhi,1.06
Honda,Accord,2017,128447,CNG,Automatic,First,Jaipur,2.71
Nissan,Micra,2011,66477,Petrol,Manual,First,Mumbai,1.45
Mahindra,Scorpio,2023,5244,Diesel,Manual,First,Lucknow,5.67
Honda,Jazz,2009,168860,Diesel,Manual,First,Hyderabad,1.21
Maruti Suzuki,Ciaz,2023,84453,Petrol,Automatic,First,Lucknow,3.86
Chevrolet,Cruze,2014,193809,Petrol,Manual,Second,Mumbai,0.52
Toyota,Corolla,2017,182561,Petrol,Automatic,First,Pune,1.92
Hyundai,Santro,2023,132962,Diesel,Manual,First,Mumbai,3.05
Honda,WR-V,2017,76303,Diesel,Automatic,First,Chennai,3.25
Maruti Suzuki,Ciaz,2009,33390,CNG,Manual,Second,Hyderabad,1.17
Nissan,Terrano,2008,15247,CNG,Manual,Second,Delhi,1.48
Renault,Pulse,2021,195791,LPG,Manual,Second,Bangalore,0.74
Hyundai,Santro,2012,170750,CNG,Automatic,First,Chennai,0.72
Renault,Duster,2019,34583,Petrol,Automatic,First,Pune,2.78
Nissan,X-Trail,2020,144148,Petrol,Manual,Second,Jaipur,1.87
Maruti Suzuki,Swift,2008,154078,Diesel,Manual,First,Chennai,0.9
Mahindra,XUV500,2008,151123,Petrol,Manual,Second,Pune,0.71
Renault,Triber,2022,140386,LPG,Manual,Second,Hyderabad,1.54
Hyundai,Santro,2008,33670,Petrol,Manual,First,Chennai,1.32
Tata,Punch,2013,129920,Petrol,Manual,First,Pune,0.75
Ford,Fiesta,2016,15236,Diesel,Manual,Second,Bangalore,2.02
Honda,Jazz,2017,40568,Diesel,Manual,First,Kolkata,2.8
Mahindra,KUV100,2020,196386,Diesel,Automatic,First,Lucknow,1.17
Renault,Scala,2018,112327,Diesel,Manual,First,Chennai,1.37
Chevrolet,Beat,2019,115188,Petrol,Manual,First,Hyderabad,1.41
Honda,Accord,2008,21352,Petrol,Manual,First,Pune,3.45
Tata,Tigor,2012,130721,LPG,Manual,First,Hyderabad,0.63
Nissan,Terrano,2022,181722,Petrol,Manual,First,Pune,1.85
Ford,Mustang,2016,146418,Petrol,Manual,Second,Delhi,2.25
Maruti Suzuki,Vitara Brezza,2021,161228,Diesel,Manual,First,Hyderabad,2.61
Tata,Altroz,2016,60904,Petrol,Manual,First,Ahmedabad,1.34
Tata,Safari,2008,150107,Diesel,Automatic,First,Hyderabad,1.28
Nissan,Terrano,2023,127141,Diesel,Manual,First,Chennai,3.4
Toyota,Yaris,2015,21108,CNG,Manual,First,Chennai,1.85
Nissan,X-Trail,2008,7853,Diesel,Automatic,First,Kolkata,2.76
Toyota,Camry,2022,89156,Petrol,Manual,Second,Jaipur,6.51
Toyota,Etios,2015,9176,Diesel,Manual,First,Kolkata,2.27
Mahindra,XUV500,2008,105459,Petrol,Manual,First,Delhi,1.31
Mahindra,Scorpio,2019,161992,Petrol,Manual,Second,Kolkata,1.24
Hyundai,i20,2012,190922,Diesel,Manual,First,Bangalore,0.59
Renault,Duster,2015,142901,Petrol,Manual,First,Lucknow,0.76
Renault,Scala,2023,128225,Diesel,Automatic,Second,Ahmedabad,2.2
Maruti Suzuki,Vitara Brezza,2013,123458,Diesel,Manual,First,Lucknow,1.14
Renault,Triber,2016,115893,LPG,Manual,Fourth & Above,Lucknow,0.5
Mahindra,Scorpio,2008,78927,CNG,Manual,Third,Delhi,0.95
Hyundai,i10,2016,123178,Petrol,Manual,First,Chennai,0.95
Hyundai,i20,2008,45667,Petrol,Manual,Third,Kolkata,1.18
Toyota,Innova,2023,171915,Petrol,Automatic,Second,Chennai,3.49
Nissan,X-Trail,2017,186880,Petrol,Automatic,Third,Kolkata,0.93
Maruti Suzuki,Vitara Brezza,2017,166615,Petrol,Manual,Second,Lucknow,0.89
Toyota,Glanza,2010,11611,Petrol,Manual,Second,Chennai,1.57
Nissan,Magnite,2008,93242,Diesel,Automatic,First,Bangalore,1.54
Renault,Scala,2010,89612,Diesel,Manual,First,Mumbai,1.14
Toyota,Corolla,2019,51902,Diesel,Manual,First,Chennai,4.39
Honda,BR-V,2018,38043,Diesel,Manual,First,Jaipur,2.98
Renault,Pulse,2020,141343,Diesel,Automatic,Fourth & Above,Mumbai,1.36
Nissan,Terrano,2009,77867,Diesel,Manual,First,Hyderabad,1.53
Maruti Suzuki,Ciaz,2009,82089,Diesel,Automatic,Second,Bangalore,1.15
Nissan,Evalia,2016,63745,Petrol,Manual,First,Ahmedabad,1.6
Toyota,Etios,2015,198149,Diesel,Manual,First,Pune,0.77
Toyota,Innova,2008,195191,Diesel,Manual,First,Mumbai,1.1
Tata,Tigor,2019,147645,Petrol,Manual,First,Lucknow,1.11
Maruti Suzuki,Baleno,2021,157481,Petrol,Automatic,Fourth & Above,Kolkata,1.49
Chevrolet,Cruze,2011,90970,Petrol,Manual,First,Ahmedabad,0.93
Renault,Kwid,2020,29464,Diesel,Manual,First,Bangalore,2.27
Hyundai,Elantra,2008,178912,CNG,Manual,First,Chennai,0.83
Maruti Suzuki,Swift,2008,184857,Petrol,Manual,First,Hyderabad,0.61
Hyundai,Venue,2019,123523,Petrol,Manual,First,Pune,2.15
Maruti Suzuki,Dzire,2019,25662,LPG,Manual,First,Hyderabad,2.2
Maruti Suzuki,Dzire,2011,23228,Petrol,Manual,First,Jaipur,1.37
Nissan,X-Trail,2009,65721,Petrol,Automatic,First,Jaipur,1.63
Maruti Suzuki,Dzire,2010,185295,Petrol,Manual,First,Delhi,0.73
Tata,Nexon,2018,143458,Diesel,Automatic,Second,Bangalore,1.93
Chevrolet,Cruze,2016,11862,Diesel,Manual,First,Chennai,1.89
Toyota,Innova,2009,45108,Diesel,Manual,First,Pune,3.31
Ford,Figo,2011,96788,Electric,Manual,Second,Kolkata,1.26
Hyundai,Elantra,2008,85140,Diesel,Automatic,Second,Pune,1.95
Toyota,Camry,2009,163273,Petrol,Manual,Second,Ahmedabad,1.39
Ford,Ikon,2012,73578,Diesel,Automatic,Second,Delhi,0.99
Chevrolet,Trailblazer,2021,54966,Petrol,Manual,First,Pune,3.33
Chevrolet,Cruze,2017,190846,Diesel,Manual,First,Jaipur,0.71
Hyundai,Elantra,2022,15386,Petrol,Manual,First,Kolkata,6.67
Hyundai,Tucson,2008,82228,Diesel,Manual,Third,Mumbai,1.94
Chevrolet,Enjoy,2023,151297,Petrol,Manual,First,Ahmedabad,1.92
Ford,Endeavour,2018,152765,LPG,Automatic,First,Chennai,2.07
Maruti Suzuki,Ciaz,2014,77197,Petrol,Automatic,Second,Ahmedabad,1.35
Renault,Lodgy,2011,48021,Diesel,Automatic,First,Chennai,1.44
Honda,City,2013,123915,Petrol,Automatic,First,Ahmedabad,1.68
Toyota,Yaris,2015,154333,LPG,Automatic,First,Jaipur,1.3
Nissan,Kicks,2020,163450,CNG,Automatic,First,Kolkata,2.2
Toyota,Urban Cruiser,2023,122174,Petrol,Manual,First,Kolkata,3.66
Nissan,Terrano,2013,91755,LPG,Manual,First,Delhi,1.27
Ford,EcoSport,2023,148009,Petrol,Manual,Second,Jaipur,2.13
Nissan,Magnite,2021,71330,Diesel,Manual,Third,Chennai,2.52
Hyundai,Verna,2009,183438,Diesel,Automatic,Second,Bangalore,1.06
Renault,Scala,2008,77322,Petrol,Manual,Second,Delhi,0.79
Renault,Scala,2015,107318,Electric,Manual,First,Bangalore,1.15
Hyundai,Venue,2015,176232,Petrol,Manual,First,Chennai,0.92
Tata,Altroz,2016,50313,Petrol,Manual,First,Jaipur,1.23
Ford,Fiesta,2013,32032,LPG,Manual,First,Pune,1.2
Tata,Tigor,2019,153430,Diesel,Manual,Second,Lucknow,0.9
Tata,Punch,2008,66710,Petrol,Manual,Fourth & Above,Kolkata,0.59
Toyota,Fortuner,2021,100326,Petrol,Manual,First,Jaipur,4.98
Chevrolet,Aveo,2016,91157,Diesel,Manual,First,Ahmedabad,1.05
Toyota,Camry,2019,184893,Petrol,Manual,First,Pune,2.76
Chevrolet,Trailblazer,2020,33365,LPG,Manual,First,Bangalore,2.96
Honda,Civic,2022,18189,Diesel,Manual,Second,Hyderabad,6.24
Nissan,X-Trail,2021,12248,Petrol,Manual,Second,Lucknow,3.63
Chevrolet,Enjoy,2010,9369,Petrol,Automatic,Second,Pune,1.26
Hyundai,i10,2018,199835,Diesel,Manual,Second,Ahmedabad,0.84
Toyota,Urban Cruiser,2013,144122,Petrol,Automatic,First,Pune,1.52
Ford,Figo,2017,33605,CNG,Automatic,Fourth & Above,Lucknow,1.3
Nissan,Kicks,2020,54616,Electric,Automatic,Second,Chennai,3.78
Honda,Amaze,2017,190551,Diesel,Manual,First,Lucknow,1.0
Chevrolet,Spark,2022,108719,Diesel,Manual,First,Hyderabad,2.16
Honda,CR-V,2018,176955,Petrol,Manual,Second,Hyderabad,2.08
Ford,EcoSport,2019,38055,Diesel,Manual,First,Ahmedabad,3.41
Tata,Altroz,2021,121680,Diesel,Automatic,First,Delhi,2.99
Renault,Lodgy,2022,12450,Diesel,Manual,First,Pune,3.54
Ford,Mustang,2023,138997,Petrol,Automatic,Second,Bangalore,6.44
Mahindra,KUV100,2023,55272,LPG,Automatic,First,Ahmedabad,3.27
Ford,Ikon,2016,10310,Petrol,Manual,First,Chennai,1.79
Honda,City,2018,36817,Diesel,Manual,Third,Chennai,2.54
Hyundai,Venue,2020,180600,CNG,Manual,Third,Delhi,1.16
Toyota,Innova,2010,191851,Diesel,Manual,Second,Pune,1.07
Hyundai,Tucson,2012,87641,Petrol,Manual,First,Pune,1.83
Honda,Accord,2020,20457,Diesel,Automatic,First,Mumbai,11.04
Toyota,Camry,2021,47311,Petrol,Manual,First,Ahmedabad,8.11
Mahindra,Scorpio,2012,140052,CNG,Manual,First,Bangalore,0.87
Renault,Pulse,2017,156958,Petrol,Manual,Third,Mumbai,0.63
Nissan,Terrano,2023,186949,Petrol,Manual,Third,Lucknow,1.3
Honda,Amaze,2014,128573,Petrol,Manual,First,Mumbai,1.14
Chevrolet,Aveo,2011,102427,CNG,Manual,First,Mumbai,0.82
Honda,CR-V,2018,41181,Diesel,Manual,First,Kolkata,5.53
Honda,City,2011,169334,Diesel,Manual,First,Kolkata,1.16
Toyota,Glanza,2014,137019,Diesel,Manual,First,Mumbai,1.33
Maruti Suzuki,Ertiga,2016,136094,CNG,Manual,Second,Kolkata,0.81
Ford,Endeavour,2022,6128,Petrol,Automatic,Second,Hyderabad,6.21
Maruti Suzuki,Dzire,2018,84522,Diesel,Manual,Third,Kolkata,1.48
Mahindra,Marazzo,2023,168394,Diesel,Manual,First,Jaipur,1.91
Chevrolet,Captiva,2011,53929,Petrol,Manual,First,Chennai,1.21
Renault,Lodgy,2011,86696,Petrol,Manual,Third,Jaipur,0.72
Tata,Tiago,2013,120245,Petrol,Automatic,First,Ahmedabad,0.87
Mahindra,Scorpio,2013,14808,Petrol,Automatic,First,Mumbai,2.05
Tata,Nexon,2014,100148,Petrol,Manual,First,Chennai,0.82
Tata,Punch,2022,188954,Petrol,Automatic,Second,Hyderabad,1.47
Renault,Lodgy,2008,26725,Diesel,Automatic,Second,Mumbai,1.83
Hyundai,Elantra,2020,77534,Petrol,Manual,Third,Ahmedabad,2.64
Maruti Suzuki,Ertiga,2018,44950,Petrol,Automatic,First,Delhi,2.95
Honda,BR-V,2021,88576,LPG,Manual,Second,Ahmedabad,3.0
Nissan,Terrano,2010,25557,Diesel,Manual,Second,Chennai,1.45
Tata,Nexon,2016,26825,Petrol,Automatic,First,Ahmedabad,2.35
Chevrolet,Tavera,2013,13998,Diesel,Manual,Fourth & Above,Mumbai,1.09
Mahindra,Thar,2013,41080,Petrol,Automatic,First,Kolkata,1.97
Hyundai,i20,2012,193869,Petrol,Manual,Third,Jaipur,0.52
Tata,Punch,2018,151874,Petrol,Automatic,Third,Hyderabad,1.15
Hyundai,i20,2023,147239,Electric,Manual,First,Bangalore,4.4
Hyundai,Creta,2010,47407,Diesel,Manual,First,Chennai,2.03
Tata,Hexa,2018,125283,CNG,Manual,First,Lucknow,1.29
